anime,end,information,score,start
Haikyuu!! (OVA),2020,"|OVA (10 eps)|Mar 2020 - Mar 2020|11,201 members|",7.74,2020
Haikyuu!!: Lev Genzan!,2015,"|OVA (1 eps)|Mar 2015 - Mar 2015|80,334 members|",7.74,2015
Hibike! Euphonium Movie 2: Todoketai Melody,2017,"|Movie (1 eps)|Sep 2017 - Sep 2017|18,663 members|",7.74,2017
Hourou Musuko,2011,"|TV (11 eps)|Jan 2011 - Apr 2011|101,689 members|",7.74,2011
Kuroko no Basket 2nd Season NG-shuu,2014,"|Special (9 eps)|Jan 2014 - Sep 2014|47,374 members|",7.74,2014
Kuroko no Basket Movie 3: Winter Cup - Tobira no Mukou,2016,"|Movie (1 eps)|Dec 2016 - Dec 2016|23,099 members|",7.74,2016
Kuroko no Basket: Last Game NG-shuu,2017,"|Special (1 eps)|Sep 2017 - Sep 2017|18,848 members|",7.74,2017
Binbougami ga!,2012,"|TV (13 eps)|Jul 2012 - Sep 2012|191,228 members|",7.73,2012
Bishoujo Senshi Sailor Moon Crystal Season III,2016,"|TV (13 eps)|Apr 2016 - Jun 2016|39,705 members|",7.73,2016
Boku no Hero Academia the Movie 2: Heroes:Rising - Epilogue Plus - Yume wo Genjitsu ni,2020,"|Special (1 eps)|Jul 2020 - Jul 2020|12,256 members|",7.73,2020
Bokura wa Minna Kawai-sou,2014,"|TV (12 eps)|Apr 2014 - Jun 2014|297,734 members|",7.73,2014
Digimon Adventure tri. 3: Kokuhaku,2016,"|Movie (1 eps)|Sep 2016 - Sep 2016|58,990 members|",7.73,2016
Gochuumon wa Usagi Desu ka??: Sing for You,2019,"|OVA (1 eps)|Sep 2019 - Sep 2019|14,407 members|",7.73,2019
Hug tto! Precure,2019,"|TV (49 eps)|Feb 2018 - Jan 2019|10,852 members|",7.73,2018
Kami nomi zo Shiru Sekai: Tenri-hen,2012,"|OVA (2 eps)|Oct 2012 - Dec 2012|112,847 members|",7.73,2012
Kengan Ashura 2nd Season,2019,"|ONA (12 eps)|Oct 2019 - Oct 2019|40,444 members|",7.73,2019
Kill la Kill Specials,2014,"|Special (2 eps)|Sep 2014 - Sep 2014|158,713 members|",7.73,2014
Koutetsujou no Kabaneri Movie 3: Unato Kessen,2019,"|Movie (1 eps)|May 2019 - May 2019|73,039 members|",7.73,2019
Kyoukai no Kanata Movie 1: I'll Be Here - Kako-hen,2015,"|Movie (1 eps)|Mar 2015 - Mar 2015|112,152 members|",7.73,2015
Manga de Wakaru! Fate/Grand Order,2018,"|Special (1 eps)|Dec 2018 - Dec 2018|10,797 members|",7.73,2018
Memories,1995,"|Movie (3 eps)|Dec 1995 - Dec 1995|76,081 members|",7.73,1995
Mobile Suit Gundam Wing,1996,"|TV (49 eps)|Apr 1995 - Mar 1996|128,474 members|",7.73,1995
Nurarihyon no Mago OVA,2013,"|OVA (2 eps)|Dec 2012 - Mar 2013|20,782 members|",7.73,2012
One Piece: Episode of Sabo - 3 Kyoudai no Kizuna Kiseki no Saikai to Uketsugareru Ishi,2015,"|Special (1 eps)|Aug 2015 - Aug 2015|27,709 members|",7.73,2015
Pandora Hearts,2009,"|TV (25 eps)|Apr 2009 - Sep 2009|353,425 members|",7.73,2009
Panty & Stocking with Garterbelt,2010,"|TV (13 eps)|Oct 2010 - Dec 2010|287,060 members|",7.73,2010
Shingeki no Kyojin Movie 2: Jiyuu no Tsubasa,2015,"|Movie (1 eps)|Jun 2015 - Jun 2015|73,049 members|",7.73,2015
Shingeki no Kyojin: Lost Girls,2018,"|OVA (3 eps)|Dec 2017 - Aug 2018|155,832 members|",7.73,2017
Soukou Kihei Votoms,1984,"|TV (52 eps)|Apr 1983 - Mar 1984|17,721 members|",7.73,1983
Toaru Kagaku no Railgun,2010,"|TV (24 eps)|Oct 2009 - Mar 2010|441,740 members|",7.73,2009
Prison School,2015,"|TV (12 eps)|Jul 2015 - Sep 2015|657,524 members|",7.72,2015
Seikai no Senki,2000,"|TV (13 eps)|Apr 2000 - Jul 2000|27,861 members|",7.72,2000
Shigatsu wa Kimi no Uso: Moments,2015,"|OVA (1 eps)|May 2015 - May 2015|82,941 members|",7.72,2015
Snow Halation,2010,"|Music (1 eps)|Dec 2010 - Dec 2010|17,277 members|",7.72,2010
White Album 2,2013,"|TV (13 eps)|Oct 2013 - Dec 2013|185,727 members|",7.72,2013
Ani ni Tsukeru Kusuri wa Nai! 2,2018,"|TV (24 eps)|Jul 2018 - Dec 2018|28,354 members|",7.72,2018
Arslan Senki (TV),2015,"|TV (25 eps)|Apr 2015 - Sep 2015|295,741 members|",7.72,2015
Break Blade 6: Doukoku no Toride,2011,"|Movie (1 eps)|Mar 2011 - Mar 2011|49,788 members|",7.72,2011
Daicon Opening Animations,1983,"|Special (2 eps)|Aug 1981 - Aug 1983|15,236 members|",7.72,1981
Death Note: Rewrite,2008,"|Special (2 eps)|Aug 2007 - Aug 2008|148,300 members|",7.72,2007
Detective Conan Movie 17: Private Eye in the Distant Sea,2013,"|Movie (1 eps)|Apr 2013 - Apr 2013|27,480 members|",7.72,2013
Detective Conan Movie 19: The Hellfire Sunflowers,2015,"|Movie (1 eps)|Apr 2015 - Apr 2015|25,492 members|",7.72,2015
Dragon Ball Z Special 2: Zetsubou e no Hankou!! Nokosareta Chousenshi - Gohan to Trunks,1993,"|Special (1 eps)|Feb 1993 - Feb 1993|78,060 members|",7.72,1993
Durarara!!x2 Shou: Watashi no Kokoro wa Nabe Moyou,2015,"|Special (1 eps)|Jul 2015 - Jul 2015|52,579 members|",7.72,2015
Girls & Panzer: Kore ga Hontou no Anzio-sen Desu!,2014,"|OVA (1 eps)|Jul 2014 - Jul 2014|35,187 members|",7.72,2014
Huyao Xiao Hongniang: Yue Hong,2016,"|ONA (13 eps)|Jun 2016 - Sep 2016|11,017 members|",7.72,2016
Hybrid Child,2015,"|OVA (4 eps)|Oct 2014 - Jan 2015|58,874 members|",7.72,2014
Ichigo Mashimaro OVA,2007,"|OVA (3 eps)|Feb 2007 - Apr 2007|20,294 members|",7.72,2007
Inuyashiki,2017,"|TV (11 eps)|Oct 2017 - Dec 2017|392,148 members|",7.72,2017
JoJo no Kimyou na Bouken: Phantom Blood,2007,"|Movie (1 eps)|Feb 2007 - Feb 2007|41,177 members|",7.72,2007
Keroro Gunsou,2011,"|TV (358 eps)|Apr 2004 - Apr 2011|57,561 members|",7.72,2004
Kino no Tabi: The Beautiful World - Byouki no Kuni - For You,2007,"|Movie (1 eps)|Apr 2007 - Apr 2007|40,321 members|",7.72,2007
Love Live! Nijigasaki Gakuen School Idol Doukoukai,2020,"|TV (13 eps)|Oct 2020 - Dec 2020|34,023 members|",7.72,2020
Macross F: Close Encounter - Deculture Edition,2007,"|Special (1 eps)|Dec 2007 - Dec 2007|11,352 members|",7.72,2007
Macross Plus,1995,"|OVA (4 eps)|Aug 1994 - Jun 1995|36,834 members|",7.72,1994
Macross Plus Movie Edition,1995,"|Movie (1 eps)|Oct 1995 - Oct 1995|13,235 members|",7.72,1995
Mairimashita! Iruma-kun,2020,"|TV (23 eps)|Oct 2019 - Mar 2020|179,552 members|",7.72,2019
Aggressive Retsuko (ONA),2018,"|ONA (10 eps)|Apr 2018 - Apr 2018|107,349 members|",7.71,2018
"Akagami no Shirayuki-hime: Nandemonai Takaramono, Kono Page",2016,"|OVA (1 eps)|Jan 2016 - Jan 2016|55,495 members|",7.71,2016
Arashi no Yoru ni,2005,"|Movie (1 eps)|Dec 2005 - Dec 2005|19,179 members|",7.71,2005
Chi's Sweet Home,2008,"|TV (104 eps)|Mar 2008 - Sep 2008|53,368 members|",7.71,2008
Crayon Shin-chan Movie 09: Arashi wo Yobu Mouretsu! Otona Teikoku no Gyakushuu,2001,"|Movie (1 eps)|Apr 2001 - Apr 2001|5,835 members|",7.71,2001
Dragon Ball Kai (2014),2015,"|TV (61 eps)|Apr 2014 - Jun 2015|121,483 members|",7.71,2014
Drifters: Special Edition,2016,"|OVA (1 eps)|Jun 2016 - Jun 2016|27,002 members|",7.71,2016
Enen no Shouboutai,2019,"|TV (24 eps)|Jul 2019 - Dec 2019|628,396 members|",7.71,2019
Fairy Tail,2013,"|TV (175 eps)|Oct 2009 - Mar 2013|1,254,179 members|",7.71,2009
Giovanni no Shima,2014,"|Movie (1 eps)|Feb 2014 - Feb 2014|23,799 members|",7.71,2014
Hachimitsu to Clover Specials,2006,"|Special (2 eps)|Dec 2005 - Feb 2006|27,188 members|",7.71,2005
"Haikyuu!!: vs. ""Akaten""",2016,"|OVA (1 eps)|May 2016 - May 2016|44,940 members|",7.71,2016
Hana yori Dango,1997,"|TV (51 eps)|Sep 1996 - Aug 1997|47,038 members|",7.71,1996
Ichigo Mashimaro Encore,2009,"|OVA (2 eps)|Jan 2009 - Mar 2009|17,672 members|",7.71,2009
Joshikousei no Mudazukai,2019,"|TV (12 eps)|Jul 2019 - Sep 2019|71,145 members|",7.71,2019
K: Missing Kings,2014,"|Movie (1 eps)|Jul 2014 - Jul 2014|198,925 members|",7.71,2014
Kami no Tou,2020,"|TV (13 eps)|Apr 2020 - Jun 2020|480,398 members|",7.71,2020
Kanojo to Kanojo no Neko: Everything Flows,2016,"|TV (4 eps)|Mar 2016 - Mar 2016|91,186 members|",7.71,2016
Kimi to Boku.,2011,"|TV (13 eps)|Oct 2011 - Dec 2011|145,119 members|",7.71,2011
Kyou kara Maou!,2006,"|TV (78 eps)|Apr 2004 - Feb 2006|89,180 members|",7.71,2004
Mitsudomoe Zouryouchuu!,2011,"|TV (8 eps)|Jan 2011 - Feb 2011|39,189 members|",7.71,2011
Sexy Commando Gaiden: Sugoi yo!! Masaru-san,1998,"|TV (48 eps)|Jan 1998 - Mar 1998|10,359 members|",7.71,1998
Shin Mazinger Shougeki! Z-hen,2009,"|TV (26 eps)|Apr 2009 - Sep 2009|12,580 members|",7.71,2009
Space Cobra,1983,"|TV (31 eps)|Oct 1982 - May 1983|15,539 members|",7.71,1982
Tsuritama,2012,"|TV (12 eps)|Apr 2012 - Jun 2012|140,084 members|",7.71,2012
Turn A Gundam,2000,"|TV (50 eps)|Apr 1999 - Apr 2000|34,621 members|",7.71,1999
Uchuu Kaizoku Captain Herlock,1979,"|TV (42 eps)|Mar 1978 - Feb 1979|27,824 members|",7.71,1978
Uchuu Senkan Yamato 2202: Ai no Senshi-tachi,2019,"|OVA (26 eps)|Feb 2017 - Mar 2019|17,089 members|",7.71,2017
Working!!,2010,"|TV (13 eps)|Apr 2010 - Jun 2010|348,176 members|",7.71,2010
Yowamushi Pedal: New Generation,2017,"|TV (25 eps)|Jan 2017 - Jun 2017|57,554 members|",7.71,2017
Ojamajo Doremi Na-i-sho,2004,"|OVA (13 eps)|Jun 2004 - Dec 2004|7,616 members|",7.7,2004
One Piece Movie 6: Omatsuri Danshaku to Himitsu no Shima,2005,"|Movie (1 eps)|Mar 2005 - Mar 2005|64,510 members|",7.7,2005
Seikai no Senki III,2005,"|OVA (2 eps)|Aug 2005 - Aug 2005|15,370 members|",7.7,2005
Sidonia no Kishi,2014,"|TV (12 eps)|Apr 2014 - Jun 2014|193,628 members|",7.7,2014
Tenkuu no Escaflowne,1996,"|TV (26 eps)|Apr 1996 - Sep 1996|124,956 members|",7.7,1996
Akage no Anne,1979,"|TV (50 eps)|Jan 1979 - Dec 1979|21,179 members|",7.7,1979
Bishoujo Senshi Sailor Moon R: The Movie,1993,"|Movie (1 eps)|Dec 1993 - Dec 1993|50,305 members|",7.7,1993
Fruits Basket,2001,"|TV (26 eps)|Jul 2001 - Dec 2001|404,237 members|",7.7,2001
Go! Princess Precure,2016,"|TV (50 eps)|Feb 2015 - Jan 2016|12,154 members|",7.7,2015
Hai to Gensou no Grimgar,2016,"|TV (12 eps)|Jan 2016 - Mar 2016|520,521 members|",7.7,2016
Kuroko no Basket 3rd Season NG-shuu,2015,"|Special (9 eps)|Apr 2015 - Dec 2015|32,087 members|",7.7,2015
Minami-ke,2007,"|TV (13 eps)|Oct 2007 - Dec 2007|148,650 members|",7.7,2007
Mujin Wakusei Survive,2004,"|TV (52 eps)|Oct 2003 - Oct 2004|22,394 members|",7.7,2003
Ajin 2nd Season,2016,"|TV (13 eps)|Oct 2016 - Dec 2016|217,663 members|",7.69,2016
Aria the Animation,2005,"|TV (13 eps)|Oct 2005 - Dec 2005|125,216 members|",7.69,2005
Bishoujo Senshi Sailor Moon R,1994,"|TV (43 eps)|Mar 1993 - Mar 1994|116,659 members|",7.69,1993
Bounen no Xamdou,2009,"|ONA (26 eps)|Jul 2008 - Feb 2009|116,220 members|",7.69,2008
Detective Conan Movie 21: The Crimson Love Letter,2017,"|Movie (1 eps)|Apr 2017 - Apr 2017|19,368 members|",7.69,2017
Doraemon (1979),2005,"|TV (1787 eps)|Apr 1979 - Mar 2005|35,709 members|",7.69,1979
Flip Flappers,2016,"|TV (13 eps)|Oct 2016 - Dec 2016|152,506 members|",7.69,2016
Free!: Eternal Summer,2014,"|TV (13 eps)|Jul 2014 - Sep 2014|294,807 members|",7.69,2014
Full Metal Panic! The Second Raid: Wari to Hima na Sentaichou no Ichinichi,2006,"|Special (1 eps)|May 2006 - May 2006|64,935 members|",7.69,2006
Gakkou no Kaidan,2001,"|TV (19 eps)|Oct 2000 - Mar 2001|109,012 members|",7.69,2000
Ginga Eiyuu Densetsu: Die Neue These - Kaikou,2018,"|TV (12 eps)|Apr 2018 - Jun 2018|61,951 members|",7.69,2018
Koyomimonogatari,2016,"|ONA (12 eps)|Jan 2016 - Mar 2016|174,173 members|",7.69,2016
Kuroko no Basket NG-shuu,2013,"|Special (9 eps)|Jul 2012 - Mar 2013|52,400 members|",7.69,2012
Machikado Mazoku,2019,"|TV (12 eps)|Jul 2019 - Sep 2019|86,227 members|",7.69,2019
Maria-sama ga Miteru: Haru,2004,"|TV (13 eps)|Jul 2004 - Sep 2004|22,057 members|",7.69,2004
Minami-ke Tadaima,2013,"|TV (13 eps)|Jan 2013 - Mar 2013|48,305 members|",7.69,2013
Mousou Dairinin,2004,"|TV (13 eps)|Feb 2004 - May 2004|274,228 members|",7.69,2004
Poyopoyo Kansatsu Nikki,2012,"|TV (52 eps)|Jan 2012 - Dec 2012|18,405 members|",7.69,2012
Princess Principal,2017,"|TV (12 eps)|Jul 2017 - Sep 2017|149,795 members|",7.69,2017
Saint Seiya: Meiou Hades Juuni Kyuu-hen - Yomigaerishi Gold Saint-tachi no Shinwa,2003,"|Special (2 eps)|2003 - 2003|8,557 members|",7.69,2003
Seikai no Monshou,1999,"|TV (13 eps)|Jan 1999 - Mar 1999|42,103 members|",7.69,1999
Servant x Service,2013,"|TV (13 eps)|Jul 2013 - Sep 2013|166,291 members|",7.69,2013
Taiyou no Ko Esteban,1983,"|TV (39 eps)|Jun 1982 - Jun 1983|9,495 members|",7.69,1982
Tsurezure Children,2017,"|TV (12 eps)|Jul 2017 - Sep 2017|453,179 members|",7.69,2017
Urusei Yatsura,1986,"|TV (195 eps)|Oct 1981 - Mar 1986|55,599 members|",7.69,1981
"Yuru Yuri,",2019,"|OVA (1 eps)|Sep 2019 - Sep 2019|19,536 members|",7.69,2019
Ore wo Suki nano wa Omae dake ka yo: Oretachi no Game Set,2020,"|OVA (1 eps)|Sep 2020 - Sep 2020|67,800 members|",7.68,2020
Piano no Mori,2007,"|Movie (1 eps)|Jul 2007 - Jul 2007|53,362 members|",7.68,2007
Shingeki no Bahamut: Genesis,2014,"|TV (12 eps)|Oct 2014 - Dec 2014|321,493 members|",7.68,2014
Shoukoujo Sara,1985,"|TV (46 eps)|Jan 1985 - Dec 1985|14,937 members|",7.68,1985
Slam Dunk: Hoero Basketman-damashii! Hanamichi to Rukawa no Atsuki Natsu,1995,"|Movie (1 eps)|Jul 1995 - Jul 1995|12,415 members|",7.68,1995
Soredemo Sekai wa Utsukushii,2014,"|TV (12 eps)|Apr 2014 - Jun 2014|221,319 members|",7.68,2014
Tennis no Ouji-sama: Another Story - Kako to Mirai no Message,2009,"|OVA (4 eps)|May 2009 - Sep 2009|13,058 members|",7.68,2009
Tenshi no Tamago,1985,"|OVA (1 eps)|Dec 1985 - Dec 1985|86,752 members|",7.68,1985
Yaoguai Mingdan 2nd Season,2017,"|ONA (21 eps)|Aug 2017 - Dec 2017|6,945 members|",7.68,2017
ACCA: 13-ku Kansatsu-ka,2017,"|TV (12 eps)|Jan 2017 - Mar 2017|117,946 members|",7.68,2017
Ao Haru Ride,2014,"|TV (12 eps)|Jul 2014 - Sep 2014|553,058 members|",7.68,2014
Bishoujo Senshi Sailor Moon,1993,"|TV (46 eps)|Mar 1992 - Feb 1993|264,266 members|",7.68,1992
Bishoujo Senshi Sailor Moon S: Kaguya-hime no Koibito,1994,"|Movie (1 eps)|Dec 1994 - Dec 1994|42,647 members|",7.68,1994
Change!! Getter Robo: Sekai Saigo no Hi,1999,"|OVA (13 eps)|Aug 1998 - May 1999|10,817 members|",7.68,1998
Code Geass: Hangyaku no Lelouch II - Handou,2018,"|Movie (1 eps)|Feb 2018 - Feb 2018|49,289 members|",7.68,2018
Crayon Shin-chan,NA,"|TV (? eps)|Apr 1992 - |54,752 members|",7.68,1992
Doupo Cangqiong 3rd Season,2019,"|ONA (12 eps)|Jul 2019 - Sep 2019|3,212 members|",7.68,2019
Hakuouki Movie 1: Kyoto Ranbu,2013,"|Movie (1 eps)|Aug 2013 - Aug 2013|23,018 members|",7.68,2013
Hellsing: Digest for Freaks,2006,"|OVA (1 eps)|Jan 2006 - Jan 2006|34,015 members|",7.68,2006
Junjou Romantica,2008,"|TV (12 eps)|Apr 2008 - Jun 2008|196,007 members|",7.68,2008
Kidou Keisatsu Patlabor: On Television,1990,"|TV (47 eps)|Oct 1989 - Sep 1990|28,028 members|",7.68,1989
Mobile Suit Gundam: Char's Counterattack,1988,"|Movie (1 eps)|Mar 1988 - Mar 1988|33,252 members|",7.68,1988
Muumindani no Suisei,1992,"|Movie (1 eps)|Aug 1992 - Aug 1992|7,520 members|",7.68,1992
Naruto: Shippuuden Movie 6 - Road to Ninja,2012,"|Movie (1 eps)|Jul 2012 - Jul 2012|208,258 members|",7.68,2012
AKB0048: Next Stage,2013,"|TV (13 eps)|Jan 2013 - Mar 2013|31,691 members|",7.67,2013
Ani ni Tsukeru Kusuri wa Nai! 3,2019,"|TV (12 eps)|Oct 2019 - Dec 2019|19,812 members|",7.67,2019
Blood+,2006,"|TV (50 eps)|Oct 2005 - Sep 2006|311,757 members|",7.67,2005
Bokura wa Minna Kawai-sou: Hajimete no,2015,"|Special (1 eps)|Jan 2015 - Jan 2015|38,547 members|",7.67,2015
Break Blade 1: Kakusei no Toki,2010,"|Movie (1 eps)|May 2010 - May 2010|76,340 members|",7.67,2010
Cardcaptor Sakura: Clear Card-hen,2018,"|TV (22 eps)|Jan 2018 - Jun 2018|89,243 members|",7.67,2018
Daa! Daa! Daa!,2002,"|TV (78 eps)|Mar 2000 - Feb 2002|19,630 members|",7.67,2000
Eikoku Koi Monogatari Emma,2005,"|TV (12 eps)|Apr 2005 - Jun 2005|42,160 members|",7.67,2005
Gabriel DropOut Specials,2017,"|Special (2 eps)|Mar 2017 - May 2017|53,217 members|",7.67,2017
Gakuen Babysitters Special,2018,"|Special (1 eps)|Sep 2018 - Sep 2018|17,693 members|",7.67,2018
Hakkenden: Touhou Hakken Ibun 2nd Season,2013,"|TV (13 eps)|Jul 2013 - Sep 2013|52,557 members|",7.67,2013
Ichigo Mashimaro,2005,"|TV (12 eps)|Jul 2005 - Oct 2005|70,044 members|",7.67,2005
InuYasha Movie 2: Kagami no Naka no Mugenjo,2002,"|Movie (1 eps)|Dec 2002 - Dec 2002|81,419 members|",7.67,2002
Kindaichi Shounen no Jikenbo Returns 2nd Season,2016,"|TV (22 eps)|Oct 2015 - Mar 2016|8,290 members|",7.67,2015
Kuroko no Basket: Mou Ikkai Yarimasen ka,2014,"|Special (1 eps)|Jun 2014 - Jun 2014|35,592 members|",7.67,2014
Kyoukai no Kanata: Shinonome,2014,"|Special (1 eps)|Jul 2014 - Jul 2014|92,587 members|",7.67,2014
Lupin III,1972,"|TV (23 eps)|Oct 1971 - Mar 1972|71,752 members|",7.67,1971
One Piece: Episode of Luffy - Hand Island no Bouken,2012,"|Special (1 eps)|Dec 2012 - Dec 2012|37,637 members|",7.67,2012
Overlord Movie 2: Shikkoku no Eiyuu,2017,"|Movie (1 eps)|Mar 2017 - Mar 2017|47,610 members|",7.67,2017
Persona 3 the Movie 2: Midsummer Knight's Dream,2014,"|Movie (1 eps)|Jun 2014 - Jun 2014|61,500 members|",7.67,2014
R.O.D: Read or Die,2002,"|OVA (3 eps)|May 2001 - Feb 2002|56,203 members|",7.67,2001
Ranma ½ Super,1996,"|OVA (3 eps)|Sep 1995 - Jan 1996|15,345 members|",7.67,1995
Romeo x Juliet,2007,"|TV (24 eps)|Apr 2007 - Sep 2007|151,255 members|",7.67,2007
Runway de Waratte,2020,"|TV (12 eps)|Jan 2020 - Mar 2020|75,875 members|",7.67,2020
Sword Art Online Movie: Ordinal Scale,2017,"|Movie (1 eps)|Feb 2017 - Feb 2017|482,212 members|",7.67,2017
Tenchi Muyou! Ryououki 2nd Season,1995,"|OVA (6 eps)|Sep 1994 - Sep 1995|23,472 members|",7.67,1994
Toaru Hikuushi e no Tsuioku,2011,"|Movie (1 eps)|Oct 2011 - Oct 2011|54,807 members|",7.67,2011
Top wo Nerae 2! Diebuster,2006,"|OVA (6 eps)|Oct 2004 - Aug 2006|63,919 members|",7.67,2004
Utawarerumono,2006,"|TV (26 eps)|Apr 2006 - Sep 2006|137,883 members|",7.67,2006
Yamada-kun to 7-nin no Majo (TV),2015,"|TV (12 eps)|Apr 2015 - Jun 2015|536,630 members|",7.67,2015
Natsume Yuujinchou: Nyanko-sensei to Hajimete no Otsukai,2013,"|Special (1 eps)|Dec 2013 - Dec 2013|27,181 members|",7.66,2013
Nezha Zhi Mo Tong Jiang Shi,2019,"|Movie (1 eps)|Jul 2019 - Jul 2019|7,340 members|",7.66,2019
Nisekoi,2014,"|TV (20 eps)|Jan 2014 - May 2014|812,954 members|",7.66,2014
Nurarihyon no Mago,2010,"|TV (24 eps)|Jul 2010 - Dec 2010|216,958 members|",7.66,2010
Penguin Highway,2018,"|Movie (1 eps)|Aug 2018 - Aug 2018|43,802 members|",7.66,2018
Rozen Maiden: Träumend,2006,"|TV (12 eps)|Oct 2005 - Jan 2006|92,570 members|",7.66,2005
Sword Art Online: Alicization - War of Underworld,2019,"|TV (12 eps)|Oct 2019 - Dec 2019|384,230 members|",7.66,2019
Tegamibachi,2010,"|TV (25 eps)|Oct 2009 - Mar 2010|102,018 members|",7.66,2009
Tenchi Muyou! Ryououki,1993,"|OVA (6 eps)|Sep 1992 - Mar 1993|41,036 members|",7.66,1992
Yao Shen Ji Zhi Ying Yao Pian,2019,"|ONA (40 eps)|Sep 2018 - Feb 2019|5,228 members|",7.66,2018
3D Kanojo: Real Girl 2nd Season,2019,"|TV (12 eps)|Jan 2019 - Mar 2019|99,140 members|",7.66,2019
Bokura no,2007,"|TV (24 eps)|Apr 2007 - Sep 2007|143,220 members|",7.66,2007
Bungou Stray Dogs: Hitori Ayumu,2017,"|OVA (1 eps)|Aug 2017 - Aug 2017|88,061 members|",7.66,2017
Chrno Crusade,2004,"|TV (24 eps)|Nov 2003 - Jun 2004|195,308 members|",7.66,2003
Detective Conan Movie 10: Promo Special,2006,"|Special (1 eps)|2006 - 2006|7,833 members|",7.66,2006
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,2015,"|TV (13 eps)|Apr 2015 - Jun 2015|1,020,776 members|",7.66,2015
Full Metal Panic!,2002,"|TV (24 eps)|Jan 2002 - Jun 2002|403,180 members|",7.66,2002
Genshiken,2004,"|TV (12 eps)|Oct 2004 - Dec 2004|148,106 members|",7.66,2004
Genshiken OVA,2007,"|OVA (3 eps)|Dec 2006 - Apr 2007|44,843 members|",7.66,2006
Hakuouki Sekkaroku,2012,"|OVA (6 eps)|Aug 2011 - Jun 2012|23,311 members|",7.66,2011
Hataraku Saibou (TV),2018,"|TV (13 eps)|Jul 2018 - Sep 2018|392,598 members|",7.66,2018
"Ima, Soko ni Iru Boku",2000,"|TV (13 eps)|Oct 1999 - Jan 2000|105,703 members|",7.66,1999
Jungle wa Itsumo Hare nochi Guu Final,2004,"|OVA (7 eps)|Dec 2003 - Jun 2004|9,099 members|",7.66,2003
Kekkai Sensen,2015,"|TV (12 eps)|Apr 2015 - Oct 2015|598,569 members|",7.66,2015
Major 2nd (TV) 2nd Season,2020,"|TV (25 eps)|Apr 2020 - Nov 2020|12,144 members|",7.66,2020
Ao no Exorcist Movie,2012,"|Movie (1 eps)|Dec 2012 - Dec 2012|206,419 members|",7.65,2012
Cardcaptor Sakura Movie 1,1999,"|Movie (1 eps)|Aug 1999 - Aug 1999|81,686 members|",7.65,1999
Fushigi Yuugi,1996,"|TV (52 eps)|Apr 1995 - Mar 1996|94,572 members|",7.65,1995
Gakuen Alice,2005,"|TV (26 eps)|Oct 2004 - May 2005|79,444 members|",7.65,2004
Hakumei to Mikochi,2018,"|TV (12 eps)|Jan 2018 - Mar 2018|46,459 members|",7.65,2018
Initial D Battle Stage 2,2007,"|OVA (1 eps)|May 2007 - May 2007|21,434 members|",7.65,2007
Inochi no Tabekata,2020,|Music (1 eps)|May 2020 - May 2020|760 members|,7.65,2020
Jigoku Shoujo,2006,"|TV (26 eps)|Oct 2005 - Apr 2006|279,858 members|",7.65,2005
Jigoku Shoujo Mitsuganae,2009,"|TV (26 eps)|Oct 2008 - Apr 2009|87,059 members|",7.65,2008
Kimagure Orange☆Road: Ano Hi ni Kaeritai,1988,"|Movie (1 eps)|Oct 1988 - Oct 1988|7,381 members|",7.65,1988
Kuroko no Basket Movie 2: Winter Cup - Namida no Saki e,2016,"|Movie (1 eps)|Oct 2016 - Oct 2016|20,419 members|",7.65,2016
Mahou Shoujo Lyrical Nanoha StrikerS,2007,"|TV (26 eps)|Apr 2007 - Sep 2007|46,792 members|",7.65,2007
Net-juu no Susume,2017,"|ONA (10 eps)|Oct 2017 - Dec 2017|328,225 members|",7.65,2017
Owari no Seraph: Nagoya Kessen-hen,2015,"|TV (12 eps)|Oct 2015 - Dec 2015|505,512 members|",7.65,2015
Shingeki no Kyojin: Chronicle,2020,"|Movie (1 eps)|Jul 2020 - Jul 2020|45,202 members|",7.65,2020
Tamayura: Sotsugyou Shashin Part 1 - Kizashi,2015,"|Movie (1 eps)|Apr 2015 - Apr 2015|9,024 members|",7.65,2015
Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou,2017,"|TV (6 eps)|Oct 2017 - Nov 2017|32,248 members|",7.65,2017
Yuuki Yuuna wa Yuusha de Aru: Yuusha no Shou,2018,"|TV (6 eps)|Nov 2017 - Jan 2018|29,509 members|",7.65,2017
Pokemon XY&Z,2016,"|TV (47 eps)|Oct 2015 - Oct 2016|74,087 members|",7.64,2015
Radiant 2nd Season,2020,"|TV (21 eps)|Oct 2019 - Feb 2020|62,947 members|",7.64,2019
Ranma ½: Yomigaeru Kioku,1995,"|OVA (2 eps)|Dec 1994 - Feb 1995|15,873 members|",7.64,1994
Rilakkuma to Kaoru-san,2019,"|ONA (13 eps)|Apr 2019 - Apr 2019|8,775 members|",7.64,2019
The iDOLM@STER,2011,"|TV (25 eps)|Jul 2011 - Dec 2011|128,120 members|",7.64,2011
To LOVE-Ru Darkness 2nd Specials,2016,"|Special (2 eps)|Feb 2016 - Feb 2016|69,321 members|",7.64,2016
Towa no Quon 6: Towa no Quon,2011,"|Movie (1 eps)|Nov 2011 - Nov 2011|30,567 members|",7.64,2011
Aggressive Retsuko,2018,"|TV (100 eps)|Apr 2016 - Mar 2018|67,174 members|",7.64,2016
